date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2005-01-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,147.78,0.3
2005-01-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,147.78,0.3
2005-01-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,183.64,0.37
2005-01-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,183.64,0.37
2005-01-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,127.53,0.25
2005-01-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,127.53,0.25
2005-01-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,136.35,0.27
2005-01-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,136.35,0.27
2005-01-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,253.23,0.51
2005-01-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,253.23,0.51
2005-02-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,154.11,0.31
2005-02-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,154.11,0.31
2005-02-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,197.12,0.39
2005-02-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,197.12,0.39
2005-02-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,166.67,0.33
2005-02-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,166.67,0.33
2005-02-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,135.82,0.27
2005-02-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,135.82,0.27
2005-02-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,254,0.5
2005-02-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,254,0.5
2005-03-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,158.42,0.32
2005-03-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,158.42,0.32
2005-03-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,193.05,0.39
2005-03-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,193.05,0.39
2005-03-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,196.43,0.4
2005-03-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,196.43,0.4
2005-03-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,134.49,0.27
2005-03-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,134.49,0.27
2005-03-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,237.3,0.48
2005-03-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,237.3,0.48
2005-04-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,165.11,0.33
2005-04-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,165.11,0.33
2005-04-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,189.23,0.37
2005-04-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,189.23,0.37
2005-04-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,205.04,0.4
2005-04-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,205.04,0.4
2005-04-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,138.78,0.27
2005-04-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,138.78,0.27
2005-04-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,224.63,0.44
2005-04-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,224.63,0.44
2005-05-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,170.88,0.33
2005-05-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,170.88,0.33
2005-05-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,193.47,0.37
2005-05-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,193.47,0.37
2005-05-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,235.29,0.45
2005-05-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,235.29,0.45
2005-05-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,171.36,0.33
2005-05-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,171.36,0.33
2005-05-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,224.09,0.43
2005-05-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,224.09,0.43
2005-06-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,179.96,0.33
2005-06-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,179.96,0.33
2005-06-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,230.36,0.43
2005-06-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,230.36,0.43
2005-06-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,228.57,0.42
2005-06-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,228.57,0.42
2005-06-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,174.25,0.32
2005-06-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,174.25,0.32
2005-06-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,224.72,0.42
2005-06-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,224.72,0.42
2005-07-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,184.01,0.34
2005-07-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,184.01,0.34
2005-07-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,248.85,0.46
2005-07-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,248.85,0.46
2005-07-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,230.5,0.42
2005-07-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,230.5,0.42
2005-07-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,203.17,0.37
2005-07-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,203.17,0.37
2005-07-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,168.21,0.31
2005-07-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,168.21,0.31
2005-08-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,193.8,0.37
2005-08-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,193.8,0.37
2005-08-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,246.18,0.46
2005-08-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,246.18,0.46
2005-08-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,242.35,0.46
2005-08-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,242.35,0.46
2005-08-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,215.01,0.41
2005-08-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,215.01,0.41
2005-08-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,169.33,0.32
2005-08-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,169.33,0.32
2005-09-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,201.84,0.38
2005-09-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,201.84,0.38
2005-09-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,257.29,0.48
2005-09-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,257.29,0.48
2005-09-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,233.45,0.44
2005-09-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,233.45,0.44
2005-09-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,171.93,0.32
2005-09-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,171.93,0.32
2005-09-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,189.76,0.35
2005-09-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,189.76,0.35
2005-10-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,207.18,0.38
2005-10-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,207.18,0.38
2005-10-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,244.14,0.45
2005-10-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,244.14,0.45
2005-10-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,231.49,0.42
2005-10-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,231.49,0.42
2005-10-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,269.66,0.49
2005-10-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,269.66,0.49
2005-10-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,210.7,0.39
2005-10-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,210.7,0.39
2005-11-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,206.16,0.37
2005-11-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,206.16,0.37
2005-11-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,334.82,0.6
2005-11-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,334.82,0.6
2005-11-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,231.49,0.41
2005-11-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,231.49,0.41
2005-11-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,225.44,0.4
2005-11-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,225.44,0.4
2005-11-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,210.79,0.38
2005-11-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,210.79,0.38
2005-12-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,206.16,0.38
2005-12-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,206.16,0.38
2005-12-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,334.82,0.61
2005-12-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,334.82,0.61
2005-12-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,135.04,0.25
2005-12-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,135.04,0.25
2005-12-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,267.08,0.49
2005-12-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,267.08,0.49
2005-12-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,220.12,0.4
2005-12-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,220.12,0.4
2006-01-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,210.38,0.39
2006-01-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,210.38,0.39
2006-01-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,334.82,0.62
2006-01-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,334.82,0.62
2006-01-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,135.04,0.25
2006-01-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,135.04,0.25
2006-01-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,252.63,0.47
2006-01-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,252.63,0.47
2006-01-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,238.88,0.44
2006-01-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,238.88,0.44
2006-02-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,210.97,0.38
2006-02-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,210.97,0.38
2006-02-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,334.82,0.61
2006-02-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,334.82,0.61
2006-02-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,193.05,0.35
2006-02-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,193.05,0.35
2006-02-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,291.73,0.53
2006-02-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,291.73,0.53
2006-02-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,239.42,0.43
2006-02-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,239.42,0.43
2006-03-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,212.11,0.39
2006-03-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,212.11,0.39
2006-03-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,316.82,0.58
2006-03-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,316.82,0.58
2006-03-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,193.05,0.36
2006-03-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,193.05,0.36
2006-03-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,282.43,0.52
2006-03-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,282.43,0.52
2006-03-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,230.03,0.42
2006-03-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,230.03,0.42
2006-04-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,217.02,0.4
2006-04-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,217.02,0.4
2006-04-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,316.09,0.59
2006-04-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,316.09,0.59
2006-04-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,155.82,0.29
2006-04-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,155.82,0.29
2006-04-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,279.52,0.52
2006-04-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,279.52,0.52
2006-04-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,226.39,0.42
2006-04-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,226.39,0.42
2006-05-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,222.72,0.43
2006-05-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,222.72,0.43
2006-05-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,329.57,0.64
2006-05-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,329.57,0.64
2006-05-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,175.44,0.34
2006-05-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,175.44,0.34
2006-05-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,294.71,0.58
2006-05-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,294.71,0.58
2006-05-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,227.38,0.44
2006-05-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,227.38,0.44
2006-06-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,225.62,0.43
2006-06-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,225.62,0.43
2006-06-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,345.62,0.67
2006-06-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,345.62,0.67
2006-06-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,175.44,0.34
2006-06-15,Nord,Bénoué,Garoua,1593,9.3,13.4,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,175.44,0.34
2006-06-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,316.74,0.61
2006-06-15,Nord-Ouest,Mezam,Bamenda,2567,5.96,10.15,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,316.74,0.61
2006-06-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,227.38,0.44
2006-06-15,Ouest,Mifi,Bafoussam,2566,5.48,10.42,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,227.38,0.44
2006-07-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,225.37,0.43
2006-07-15,Centre,Mfoundi,Yaoundé-Mfoundi,2613,3.86,11.52,cereals and tubers,Maize (yellow),136,KG,actual,Retail,XAF,225.37,0.43
2006-07-15,Littoral,Wouri,Douala-Congo,2579,4.04,9.7,cereals and tubers,Maize (white),67,KG,actual,Retail,XAF,348.19,0.67
